Asset,Strategy,RoundTripCost,Annualised Return,Annualised Volatility,Sharpe,Sortino,Skew,Max Drawdown,Avg |Δw|
IEF,TSMOM,0.001,0.0032121687064994298,0.07000488931627927,0.0808105174166507,0.12265255216695838,-0.03146320452220987,-0.18897846231746307,0.11377379619260919
IEF,VC_CONTRARIAN,0.0,-0.0018791069293364604,0.06979938771157065,0.007944013710772071,0.01202694994913195,0.027321157710470608,-0.3381276268627179,0.19843225083986563
IEF,VC_CONTRARIAN,0.0002,-0.006858285971279132,0.06982130956838471,-0.0636608762460221,-0.09630487663788304,0.027425249084717045,-0.3828943881446929,0.19843225083986563
IEF,VC_CONTRARIAN,0.001,-0.026537595134045522,0.07003767662318995,-0.34898898834523195,-0.526718624931602,0.02640532819238496,-0.534993325258349,0.19843225083986563
IEF,VC_FLAT,0.0,0.00933324169008376,0.04432052732147961,0.23176514657154795,0.2650858587761711,0.05506210369682504,-0.11521607374311515,0.11713325867861142
IEF,VC_FLAT,0.0002,0.0063576971188552545,0.044351061395406864,0.16506609090680763,0.18678068550427826,0.04769072960966457,-0.133095074192358,0.11713325867861142
IEF,VC_FLAT,0.001,-0.0054616673990519615,0.044570060899894785,-0.1005951594433766,-0.11467009930334103,0.015133194791747148,-0.2174448245556232,0.11713325867861142
IWM,BH,0.0,0.08821542363503787,0.24913484112022405,0.4644649169149218,0.6115268840017906,-0.348462469025301,-0.5425865983786615,0.0
IWM,BH,0.0002,0.08821542363503787,0.24913484112022405,0.4644649169149218,0.6115268840017906,-0.348462469025301,-0.5425865983786615,0.0
IWM,BH,0.001,0.08821542363503787,0.24913484112022405,0.4644649169149218,0.6115268840017906,-0.348462469025301,-0.5425865983786615,0.0
IWM,TSMOM,0.0,-0.048625276338128964,0.2492386681006848,-0.0753931184529887,-0.10380877420450915,0.11474947713914276,-0.7082301121141399,0.12676371780515117
IWM,TSMOM,0.0002,-0.05166360882352117,0.24925520066928175,-0.08820121215393745,-0.12145765339893554,0.11524443190731512,-0.7206312194076319,0.12676371780515117
IWM,TSMOM,0.001,-0.06372621922450672,0.249345320151554,-0.13940318769035057,-0.19205607693128324,0.11713456647688338,-0.7652045347175555,0.12676371780515117
IWM,VC_CONTRARIAN,0.0,-0.0032958737836155105,0.24923531166322577,0.11166978118828946,0.1537870193735771,-0.1529697989175611,-0.5325603705679942,0.20067189249720044
IWM,VC_CONTRARIAN,0.0002,-0.008330890516390688,0.24926819021029265,0.09137248248792534,0.12585338133839497,-0.15210022605533183,-0.5559425470400277,0.20067189249720044
IWM,VC_CONTRARIAN,0.001,-0.028227754634961078,0.24943614322551408,0.010235308402421693,0.01410793786398297,-0.14865733361821018,-0.6488471056497394,0.20067189249720044
IWM,VC_FLAT,0.0,-0.004351997487353376,0.13324074477809741,0.03392795614323866,0.03736086242644114,-0.10903869558664596,-0.4784195920519143,0.10593505039193729
IWM,VC_FLAT,0.0002,-0.007011616106532448,0.13328251766435006,0.013892449366430516,0.015165294364412467,-0.11154731705174689,-0.48621722099498477,0.10593505039193729
IWM,VC_FLAT,0.001,-0.01758336536509808,0.13347869522877637,-0.06610973703150769,-0.07237599892778952,-0.12182709625836843,-0.5539947965167458,0.10593505039193729
QQQ,BH,0.0,0.16837318731339312,0.22365152419526557,0.8078952331721957,1.0351993358338747,-0.06164316646507769,-0.493668004311519,0.0
QQQ,BH,0.0002,0.16837318731339312,0.22365152419526557,0.8078952331721957,1.0351993358338747,-0.06164316646507769,-0.493668004311519,0.0
QQQ,BH,0.001,0.16837318731339312,0.22365152419526557,0.8078952331721957,1.0351993358338747,-0.06164316646507769,-0.493668004311519,0.0
QQQ,TSMOM,0.0,0.03420814591260424,0.22391038861622933,0.26263201543297926,0.33391500043958794,-0.35962483791314415,-0.4984872483232883,0.08286674132138858
QQQ,TSMOM,0.0002,0.032052279905992354,0.2239055719136474,0.2533133135510595,0.32206214797942795,-0.36007136599604783,-0.5075571935112082,0.08286674132138858
QQQ,TSMOM,0.001,0.02346938964477574,0.22390418509314347,0.21601724481026147,0.2746402512267555,-0.3617639222833431,-0.5453471969215105,0.08286674132138858
QQQ,VC_CONTRARIAN,0.0,0.09099660739891302,0.22382958934791494,0.500953331053741,0.6865430932604557,0.15777239279691269,-0.4055290655661632,0.15946248600223964
QQQ,VC_CONTRARIAN,0.0002,0.08662403361881288,0.2238266043934885,0.48301060459835077,0.6619939917333529,0.15779743921681572,-0.4056441961421545,0.15946248600223964
QQQ,VC_CONTRARIAN,0.001,0.06929969281113846,0.22384770809858484,0.4111742079441908,0.5637977766118739,0.15782142796525447,-0.4061047184461192,0.15946248600223964
